122 0 query(10, 10) [1, 1, 0, 1, 1, 0, 1, 0, 1, 1]
123 1 query( 5,  6) [1, 1, 0, 1, 1, 0, 1, 0, 1, 1]
124 0 query( 7,  7) [1, 1, 0, 1, 1, 0, 1, 0, 1, 1]
127 2 query( 8, 10) [1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
128 0 query( 9,  9) [1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
129 0 query( 5,  6) [1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
132 0 query(10, 10) [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
133 0 query( 9,  9) [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
134 2 query( 6,  9) [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
137 0 query( 6,  6) [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
138 0 query( 7,  7) [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
139 0 query(10, 10) [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
146 6 query( 3,  9) [0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
147 6 query( 5,  9) [0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
148 0 query( 7, 10) [0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
149 14 query( 2, 10) [0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
152 0 query( 7, 10) [0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
155 0 query( 5,  7) [1, 0, 0, 1, 0, 0, 1, 1, 1, 0]
157 0 query( 6,  8) [1, 0, 0, 1, 0, 0, 1, 1, 1, 1]
158 0 query( 5,  5) [1, 0, 0, 1, 0, 0, 1, 1, 1, 1]
159 2 query( 4, 10) [1, 0, 0, 1, 0, 0, 1, 1, 1, 1]
160 4 query( 1,  5) [1, 0, 0, 1, 0, 0, 1, 1, 1, 1]
162 2 query( 5,  8) [1, 0, 0, 1, 0, 1, 0, 0, 0, 1]
164 0 query( 5,  5) [1, 0, 0, 1, 0, 1, 0, 1, 1, 0]
166 1 query( 4,  9) [1, 0, 0, 1, 0, 1, 1, 1, 1, 0]
169 0 query( 6,  6) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
170 0 query(10, 10) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
171 0 query( 4,  8) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
172 0 query( 9, 10) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
173 0 query( 6,  8) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
174 2 query( 2,  4) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
175 0 query( 8, 10) [1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
177 12 query( 3,  9) [1, 1, 1, 1, 1, 0, 0, 0, 0, 1]
178 0 query( 8,  8) [1, 1, 1, 1, 1, 0, 0, 0, 0, 1]
179 0 query( 6,  7) [1, 1, 1, 1, 1, 0, 0, 0, 0, 1]
181 3 query( 5,  8) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
182 0 query( 9, 10) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
183 10 query( 1,  7) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
184 0 query( 9, 10) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
185 4 query( 5,  9) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
186 20 query( 1,  9) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
187 9 query( 3,  8) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
188 0 query( 6,  8) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
189 0 query( 2,  4) [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
191 2 query( 3,  6) [1, 0, 0, 1, 1, 0, 0, 0, 0, 0]
193 2 query( 8, 10) [0, 1, 1, 0, 0, 1, 1, 1, 1, 0]
194 4 query( 2,  8) [0, 1, 1, 0, 0, 1, 1, 1, 1, 0]
196 0 query( 8, 10) [0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
197 0 query( 9,  9) [0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
199 0 query(10, 10) [0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
